ID,Studies,Publication title,Reference,Publication year,Replicates,Region,Country,Climate,Latitude (N positive; S negative),Longitude (E positive; W negative),Annual average precipitation (mm),Annual average temperature,Sand (%),Silt (%),Clay (%),Soil Organic Carbon (%),Nitrogen content (%),H2O_pH,EF (%),N rate (kg N/ha),Ecosystem
1321,176,Nitrous oxide release from arable soil: Importance of perennial forage crops,Kaiser et al. 1998 SBB,1998,3,Europe,Germany,Temperate,52.28,10.45,677,13,NA,NA,19,1.1,NA,8.1,0.491803279,183,Cropland
1322,176,Nitrous oxide release from arable soil: Importance of perennial forage crops,Kaiser et al. 1998 SBB,1998,3,Europe,Germany,Temperate,52.28,10.45,677,13,NA,NA,19,1.1,NA,8.1,-0.465116279,86,Cropland
1323,176,Nitrous oxide release from arable soil: Importance of perennial forage crops,Kaiser et al. 1998 SBB,1998,3,Europe,Germany,Temperate,52.28,10.45,677,13,NA,NA,19,1.1,NA,8.1,0.465116279,172,Cropland
1324,177,Seasonal variability and mitigation options for N2O emissions from differently managed grasslands,Kammann et al.,1998,6,Europe,Germany,Temperate,50.53,8.68,742,9.8,10,58.1,31.9,6.6,0.5,6.2,1.5,40,Grassland
1325,177,Seasonal variability and mitigation options for N2O emissions from differently managed grasslands,Kammann et al.,1998,6,Europe,Germany,Temperate,50.53,8.68,742,9.8,10,58.1,31.9,6.6,0.5,6.2,1.25,80,Grassland
1326,177,Seasonal variability and mitigation options for N2O emissions from differently managed grasslands,Kammann et al.,1998,6,Europe,Germany,Temperate,50.53,8.68,742,9.8,10,58.1,31.9,6.6,0.5,6.2,0.75,80,Grassland
1327,177,Seasonal variability and mitigation options for N2O emissions from differently managed grasslands,Kammann et al.,1998,6,Europe,Germany,Temperate,50.53,8.68,742,9.8,10,58.1,31.9,6.6,0.5,6.2,0.916666667,120,Grassland
1328,177,Seasonal variability and mitigation options for N2O emissions from differently managed grasslands,Kammann et al.,1998,6,Europe,Germany,Temperate,50.53,8.68,742,9.8,10,58.1,31.9,6.6,0.5,6.2,1.083333333,240,Grassland
1329,177,Seasonal variability and mitigation options for N2O emissions from differently managed grasslands,Kammann et al.,1998,6,Europe,Germany,Temperate,50.53,8.68,666,10.3,10,58.1,31.9,6.6,0.5,6.2,1,400,Grassland
1330,178,Nitrous oxide emissions as influenced by legume cover crops and nitrogen fertilization,Kandel et al.,2018,6,North America,USA,Temperate,35.67,-98.00,803,15.5,37,41,22,1.195,0.115,6.5,2.545454545,60,Cropland
1331,179,Seasonal variations of nitrous oxide emission in relation to nitrogen fertilization and energy crop types in sandy soil,Kavdir et al.,2008,2,Europe,Germany,Temperate,52.44,13.01,666,10.3,NA,NA,6.2,0.9,NA,6,0.26,150,Cropland
1332,179,Seasonal variations of nitrous oxide emission in relation to nitrogen fertilization and energy crop types in sandy soil,Kavdir et al.,2008,2,Europe,Germany,Temperate,52.44,13.01,666,10.3,NA,NA,6.2,0.9,NA,6,0.43,150,Cropland
1333,179,Seasonal variations of nitrous oxide emission in relation to nitrogen fertilization and energy crop types in sandy soil,Kavdir et al.,2008,2,Europe,Germany,Temperate,52.44,13.01,666,10.3,NA,NA,6.2,0.9,NA,6,1.36,150,Cropland
1334,179,Seasonal variations of nitrous oxide emission in relation to nitrogen fertilization and energy crop types in sandy soil,Kavdir et al.,2008,2,Europe,Germany,Temperate,52.44,13.01,666,10.3,NA,NA,6.2,0.9,NA,6,2.37,150,Cropland
1335,180,Regulating mineral N release and greenhouse gas emissions by mixing groundnut residues and rice straw under field conditions,Kaewpradit et al. 2008.European Journal of Soil Science,2008,4,Asia,Thailand,Tropical,16.74,103.22,1147,26.5,89.5,7.4,3.1,0.29,0.028,5.3,0.583333333,120,Cropland
1336,180,Regulating mineral N release and greenhouse gas emissions by mixing groundnut residues and rice straw under field conditions,Kaewpradit et al. 2008.European Journal of Soil Science,2008,4,Asia,Thailand,Tropical,16.74,103.22,1147,26.5,89.5,7.4,3.1,0.29,0.028,5.3,2,25,Cropland
1337,180,Regulating mineral N release and greenhouse gas emissions by mixing groundnut residues and rice straw under field conditions,Kaewpradit et al. 2008.European Journal of Soil Science,2008,4,Asia,Thailand,Tropical,16.74,103.22,1147,26.5,89.5,7.4,3.1,0.29,0.028,5.3,0.226415094,132.5,Cropland
1338,180,Regulating mineral N release and greenhouse gas emissions by mixing groundnut residues and rice straw under field conditions,Kaewpradit et al. 2008.European Journal of Soil Science,2008,4,Asia,Thailand,Tropical,16.74,103.22,1147,26.5,89.5,7.4,3.1,0.29,0.028,5.3,0.482758621,145,Cropland
1339,181,Optimum N rate for grain yield coincides with minimum greenhouse gas intensity in flooded rice fields,Kim et al. ,2019,3,Asia,Korea,Temperate,35.10,128.12,1465,13.1,NA,NA,NA,0.8874,0.065,5.6,0.183838384,45,Cropland
1340,181,Optimum N rate for grain yield coincides with minimum greenhouse gas intensity in flooded rice fields,Kim et al. ,2019,3,Asia,Korea,Temperate,35.10,128.12,1465,13.1,NA,NA,NA,0.8874,0.065,5.6,0.155555556,90,Cropland
1341,181,Optimum N rate for grain yield coincides with minimum greenhouse gas intensity in flooded rice fields,Kim et al. ,2019,3,Asia,Korea,Temperate,35.10,128.12,1465,13.1,NA,NA,NA,0.8874,0.065,5.6,0.162626263,180,Cropland
1342,181,Optimum N rate for grain yield coincides with minimum greenhouse gas intensity in flooded rice fields,Kim et al. ,2019,3,Asia,Korea,Temperate,35.10,128.12,1465,13.1,NA,NA,NA,0.8874,0.065,5.6,0.226262626,45,Cropland
1343,181,Optimum N rate for grain yield coincides with minimum greenhouse gas intensity in flooded rice fields,Kim et al. ,2019,3,Asia,Korea,Temperate,35.10,128.12,1465,13.1,NA,NA,NA,0.8874,0.065,5.6,0.205050505,90,Cropland
1344,181,Optimum N rate for grain yield coincides with minimum greenhouse gas intensity in flooded rice fields,Kim et al. ,2019,3,Asia,Korea,Temperate,35.10,128.12,1465,13.1,NA,NA,NA,0.8874,0.065,5.6,0.173232323,180,Cropland
1345,182,Importance of annual monitoring for evaluating the direct nitrous oxide emission factor in temperate mono-rice paddy fields,Kim et al. ,2019,3,Asia,Korea,Temperate,36.43,128.92,1360,13.4,NA,NA,NA,0.89,0.065,5.6,0.18206,45,Cropland
1346,182,Importance of annual monitoring for evaluating the direct nitrous oxide emission factor in temperate mono-rice paddy fields,Kim et al. ,2019,3,Asia,Korea,Temperate,36.43,128.92,1360,13.4,NA,NA,NA,0.89,0.065,5.6,0.165683333,90,Cropland
1347,182,Importance of annual monitoring for evaluating the direct nitrous oxide emission factor in temperate mono-rice paddy fields,Kim et al. ,2019,3,Asia,Korea,Temperate,36.43,128.92,1360,13.4,NA,NA,NA,0.89,0.065,5.6,0.160473889,180,Cropland
1348,182,Importance of annual monitoring for evaluating the direct nitrous oxide emission factor in temperate mono-rice paddy fields,Kim et al. ,2019,3,Asia,Korea,Temperate,36.43,128.92,1360,13.4,NA,NA,NA,0.89,0.065,5.6,0.246846667,45,Cropland
1349,182,Importance of annual monitoring for evaluating the direct nitrous oxide emission factor in temperate mono-rice paddy fields,Kim et al. ,2019,3,Asia,Korea,Temperate,36.43,128.92,1360,13.4,NA,NA,NA,0.89,0.065,5.6,0.220153333,90,Cropland
1350,182,Importance of annual monitoring for evaluating the direct nitrous oxide emission factor in temperate mono-rice paddy fields,Kim et al. ,2019,3,Asia,Korea,Temperate,36.43,128.92,1360,13.4,NA,NA,NA,0.89,0.065,5.6,0.184910556,180,Cropland
1351,183,Nitrous oxide emission from Swedish forest soils in relation to liming and simulated increased N-deposition,Klemedtsson et al. ,1997,5,Europe,Sweden,Temperate,58.07,12.02,985,8.2,NA,NA,NA,NA,NA,4,0.071428571,35,Forest 
1352,183,Nitrous oxide emission from Swedish forest soils in relation to liming and simulated increased N-deposition,Klemedtsson et al. ,1997,5,Europe,Sweden,Temperate,58.07,12.02,985,8.2,NA,NA,NA,NA,NA,4,0.388571429,35,Forest 
1353,184,Effects of fertilizer and irrigation management on nitrous oxide emission from cotton fields in an extremely arid region of northwestern China,Kuang et al. ,2018,12,Asia,China,Temperate,37.02,80.72,42.5,12.7,90,4,6,0.4002,0.034,8,0.010833333,240,Cropland
1354,184,Effects of fertilizer and irrigation management on nitrous oxide emission from cotton fields in an extremely arid region of northwestern China,Kuang et al. ,2018,12,Asia,China,Temperate,37.02,80.72,42.5,12.7,90,4,6,0.4002,0.034,8,0.059166667,240,Cropland
1355,185,"Nitrous oxide emission from different fertilizers and its mitigation
by nitrification inhibitors in irrigated rice",Kumar et al.  2000 Biology & Fertility of Soils,2000,4,Asia,India,Subtropical,28.67,77.20,700,24.6,NA,NA,NA,0.45,0.03,7.8,0.081428571,140,Cropland
1356,185,"Nitrous oxide emission from different fertilizers and its mitigation
by nitrification inhibitors in irrigated rice",Kumar et al.  2000 Biology & Fertility of Soils,2000,4,Asia,India,Subtropical,28.67,77.20,700,24.6,NA,NA,NA,0.45,0.03,7.8,0.135,140,Cropland
1357,185,"Nitrous oxide emission from different fertilizers and its mitigation
by nitrification inhibitors in irrigated rice",Kumar et al.  2000 Biology & Fertility of Soils,2000,4,Asia,India,Subtropical,28.67,77.20,700,24.6,NA,NA,NA,0.45,0.03,7.8,0.072142857,140,Cropland
1358,186,Processes leading to N2O and NO emissions from two different Chinese soils under different soil moisture contents,Lan et al.,2013,3,Asia,China,Subtropical,31.12,119.52,1198,15.7,0.7,82.9,16.4,1.49,0.14,6.2,0.476666667,300,Cropland
1359,186,Processes leading to N2O and NO emissions from two different Chinese soils under different soil moisture contents,Lan et al.,2013,3,Asia,China,Subtropical,33.42,119.23,894,14.8,1.8,53.5,44.8,1.42,0.152,8.3,0.723333333,300,Cropland
1360,187,"Tillage and N source influence soil-emitted nitrous oxide
in the Alberta Parkland region",Lemke et al. ,1999,4,North America,Canada,Temperate,53.18,-114.78,504,3.1,NA,NA,12,1.5,NA,6.4,0.464285714,56,Cropland
1361,187,"Tillage and N source influence soil-emitted nitrous oxide
in the Alberta Parkland region",Lemke et al. ,1999,4,North America,Canada,Temperate,53.72,-113.75,504,3.1,NA,NA,12,1.5,NA,6.4,0.0125,720,Cropland
1362,187,"Tillage and N source influence soil-emitted nitrous oxide
in the Alberta Parkland region",Lemke et al. ,1999,4,North America,Canada,Temperate,53.72,-113.75,504,3.1,NA,NA,12,1.5,NA,6.4,1.035714286,56,Cropland
1363,187,"Tillage and N source influence soil-emitted nitrous oxide
in the Alberta Parkland region",Lemke et al. ,1999,4,North America,Canada,Temperate,53.18,-114.78,504,3.1,NA,NA,12,1.5,NA,6.4,0.035714286,56,Cropland
1364,187,"Tillage and N source influence soil-emitted nitrous oxide
in the Alberta Parkland region",Lemke et al. ,1999,4,North America,Canada,Temperate,53.72,-113.75,504,3.1,NA,NA,12,1.5,NA,6.4,0.022222222,720,Cropland
1365,187,"Tillage and N source influence soil-emitted nitrous oxide
in the Alberta Parkland region",Lemke et al. ,1999,4,North America,Canada,Temperate,53.72,-113.75,504,3.1,NA,NA,12,1.5,NA,6.4,0.142857143,56,Cropland
1366,187,"Tillage and N source influence soil-emitted nitrous oxide
in the Alberta Parkland region",Lemke et al. ,1999,4,North America,Canada,Temperate,53.18,-114.78,504,3.1,NA,NA,22,3.4,NA,6.5,1.892857143,56,Cropland
1367,187,"Tillage and N source influence soil-emitted nitrous oxide
in the Alberta Parkland region",Lemke et al. ,1999,4,North America,Canada,Temperate,53.72,-113.75,504,3.1,NA,NA,22,3.4,NA,6.5,0.023611111,720,Cropland
1368,187,"Tillage and N source influence soil-emitted nitrous oxide
in the Alberta Parkland region",Lemke et al. ,1999,4,North America,Canada,Temperate,53.72,-113.75,504,3.1,NA,NA,22,3.4,NA,6.5,0.214285714,56,Cropland
1369,187,"Tillage and N source influence soil-emitted nitrous oxide
in the Alberta Parkland region",Lemke et al. ,1999,4,North America,Canada,Temperate,53.72,-113.75,504,3.1,NA,NA,22,3.4,NA,6.5,0.821428571,56,Cropland
1370,187,"Tillage and N source influence soil-emitted nitrous oxide
in the Alberta Parkland region",Lemke et al. ,1999,4,North America,Canada,Temperate,53.18,-114.78,504,3.1,NA,NA,22,3.4,NA,6.5,1.857142857,56,Cropland
1371,187,"Tillage and N source influence soil-emitted nitrous oxide
in the Alberta Parkland region",Lemke et al. ,1999,4,North America,Canada,Temperate,53.72,-113.75,504,3.1,NA,NA,22,3.4,NA,6.5,-0.006944444,720,Cropland
1372,187,"Tillage and N source influence soil-emitted nitrous oxide
in the Alberta Parkland region",Lemke et al. ,1999,4,North America,Canada,Temperate,53.72,-113.75,504,3.1,NA,NA,22,3.4,NA,6.5,0.714285714,56,Cropland
1373,187,"Tillage and N source influence soil-emitted nitrous oxide
in the Alberta Parkland region",Lemke et al. ,1999,4,North America,Canada,Temperate,53.72,-113.75,504,3.1,NA,NA,22,3.4,NA,6.5,0.446428571,56,Cropland
1374,187,"Tillage and N source influence soil-emitted nitrous oxide
in the Alberta Parkland region",Lemke et al. ,1999,4,North America,Canada,Temperate,53.18,-114.78,504,3.1,NA,NA,39,5.5,NA,6,-0.02,100,Cropland
1375,187,"Tillage and N source influence soil-emitted nitrous oxide
in the Alberta Parkland region",Lemke et al. ,1999,4,North America,Canada,Temperate,53.72,-113.75,504,3.1,NA,NA,39,5.5,NA,6,-0.083333333,720,Cropland
1376,187,"Tillage and N source influence soil-emitted nitrous oxide
in the Alberta Parkland region",Lemke et al. ,1999,4,North America,Canada,Temperate,53.72,-113.75,504,3.1,NA,NA,39,5.5,NA,6,0.11,100,Cropland
1377,188,"Effect of mineral nitrogen fertilizer forms on N2O emissions from arable soils in winter wheat production
soils in winter wheat production",Lebender et al.,2014,3,Europe,Germany,Temperate,51.95,7.27,724,9.6,35.5,31.1,33.4,1.48,0.16,7.1,0.25,220,Cropland
1378,188,"Effect of mineral nitrogen fertilizer forms on N2O emissions from arable soils in winter wheat production
soils in winter wheat production",Lebender et al.,2014,3,Europe,Germany,Temperate,51.95,7.27,724,9.6,35.5,31.1,33.4,1.48,0.16,7.1,0.12,220,Cropland
1379,188,"Effect of mineral nitrogen fertilizer forms on N2O emissions from arable soils in winter wheat production
soils in winter wheat production",Lebender et al.,2014,3,Europe,Germany,Temperate,51.95,7.27,724,9.6,35.5,31.1,33.4,1.48,0.16,7.1,0.28,220,Cropland
1380,188,"Effect of mineral nitrogen fertilizer forms on N2O emissions from arable soils in winter wheat production
soils in winter wheat production",Lebender et al.,2014,3,Europe,Germany,Temperate,51.77,8.50,922,10.5,21.2,71.2,7.5,1.82,0.15,6.1,0.17,220,Cropland
1381,188,"Effect of mineral nitrogen fertilizer forms on N2O emissions from arable soils in winter wheat production
soils in winter wheat production",Lebender et al.,2014,3,Europe,Germany,Temperate,51.77,8.50,922,10.5,21.2,71.2,7.5,1.82,0.15,6.1,0.11,220,Cropland
1382,188,"Effect of mineral nitrogen fertilizer forms on N2O emissions from arable soils in winter wheat production
soils in winter wheat production",Lebender et al.,2014,3,Europe,Germany,Temperate,51.77,8.50,922,10.5,21.2,71.2,7.5,1.82,0.15,6.1,0.24,220,Cropland
1383,188,"Effect of mineral nitrogen fertilizer forms on N2O emissions from arable soils in winter wheat production
soils in winter wheat production",Lebender et al.,2014,3,Europe,Germany,Temperate,52.00,7.60,744,10.5,17.9,25.9,56.2,1.9,0.18,8,0.21,220,Cropland
1384,188,"Effect of mineral nitrogen fertilizer forms on N2O emissions from arable soils in winter wheat production
soils in winter wheat production",Lebender et al.,2014,3,Europe,Germany,Temperate,52.00,7.60,744,10.5,17.9,25.9,56.2,1.9,0.18,8,0.16,220,Cropland
1385,188,"Effect of mineral nitrogen fertilizer forms on N2O emissions from arable
soils in winter wheat production",Lebender et al.,2014,3,Europe,Germany,Temperate,52.00,7.60,744,10.5,17.9,25.9,56.2,1.9,0.18,8,0.18,220,Cropland
1386,189,Impact of mineral N fertilizer application rates on N2O emissions from arable soils under winter wheat,Lebender et al.,2014,3,Europe,Germany,Temperate,51.83,7.27,887,10.4,NA,NA,NA,1.19,0.12,6.3,0.075,160,Cropland
1387,189,Impact of mineral N fertilizer application rates on N2O emissions from arable soils under winter wheat,Lebender et al.,2014,3,Europe,Germany,Temperate,51.83,7.27,887,10.4,NA,NA,NA,1.19,0.12,6.3,0.090909091,220,Cropland
1388,189,Impact of mineral N fertilizer application rates on N2O emissions from arable soils under winter wheat,Lebender et al.,2014,3,Europe,Germany,Temperate,51.83,7.27,887,10.4,NA,NA,NA,1.19,0.12,6.3,0.119230769,260,Cropland
1389,189,Impact of mineral N fertilizer application rates on N2O emissions from arable soils under winter wheat,Lebender et al.,2014,3,Europe,Germany,Temperate,51.83,7.27,887,10.4,NA,NA,NA,1.19,0.12,6.3,0.094117647,340,Cropland
1390,189,Impact of mineral N fertilizer application rates on N2O emissions from arable soils under winter wheat,Lebender et al.,2014,3,Europe,Germany,Temperate,52.00,7.62,887,10.4,NA,NA,NA,1.9,0.27,7.7,0.321428571,140,Cropland
1391,189,Impact of mineral N fertilizer application rates on N2O emissions from arable soils under winter wheat,Lebender et al.,2014,3,Europe,Germany,Temperate,52.00,7.62,887,10.4,NA,NA,NA,1.9,0.27,7.7,0.272222222,180,Cropland
1392,189,Impact of mineral N fertilizer application rates on N2O emissions from arable soils under winter wheat,Lebender et al.,2014,3,Europe,Germany,Temperate,52.00,7.62,887,10.4,NA,NA,NA,1.9,0.27,7.7,0.268181818,220,Cropland
1393,189,Impact of mineral N fertilizer application rates on N2O emissions from arable soils under winter wheat,Lebender et al.,2014,3,Europe,Germany,Temperate,52.00,7.62,887,10.4,NA,NA,NA,1.9,0.27,7.7,0.276923077,260,Cropland
1394,189,Impact of mineral N fertilizer application rates on N2O emissions from arable soils under winter wheat,Lebender et al.,2014,3,Europe,Germany,Temperate,52.00,7.62,887,10.4,NA,NA,NA,1.9,0.27,7.7,0.3,300,Cropland
1395,189,Impact of mineral N fertilizer application rates on N2O emissions from arable soils under winter wheat,Lebender et al.,2014,3,Europe,Germany,Temperate,52.08,7.38,887,10.4,NA,NA,NA,1.39,0.12,6.4,0.121428571,140,Cropland
1396,189,Impact of mineral N fertilizer application rates on N2O emissions from arable soils under winter wheat,Lebender et al.,2014,3,Europe,Germany,Temperate,52.08,7.38,887,10.4,NA,NA,NA,1.39,0.12,6.4,0.116666667,180,Cropland
1397,189,Impact of mineral N fertilizer application rates on N2O emissions from arable soils under winter wheat,Lebender et al.,2014,3,Europe,Germany,Temperate,52.08,7.38,887,10.4,NA,NA,NA,1.39,0.12,6.4,0.136363636,220,Cropland
1398,189,Impact of mineral N fertilizer application rates on N2O emissions from arable soils under winter wheat,Lebender et al.,2014,3,Europe,Germany,Temperate,52.08,7.38,887,10.4,NA,NA,NA,1.39,0.12,6.4,0.176923077,260,Cropland
